key,CHANGE_DATE,de,en,ru,tr,ar,fr,fa,nl,pl,it,es,sp - nicht berücksichtigen,pt,uk,ka (georgisch)
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DOSE-SAC.QUESTION,,Wie viele Beutel Ibuprofen hat {{name}} bekommen?,How many bags of Ibuprofen did {{name}} get?,Сколько пакетиков ибупрофена Вы дали {{name}}?,{{name}} kaç şase poşet İbuprofen aldı?,كم عدد الحقائب ايبوبروفين {{name}} عليه؟,Combien de sachets d'ibuprofène {{name}} a-t-il/elle reçu ?,چند کیسه ایبوپروفن {{name}} دریافت کرد؟,Hoeveel sachets ibuprofen heeft {{name}} gekregen?,Ile saszetek ibuprofenu dostał(a) {{name}}?,Quante bustine di ibuprofene sono state date a {{name}}  ?,¿Cuántas bolsitas de ibuprofeno tomó {{name}} ?,¿Cuántas bolsitas de ibuprofeno tomó {{name}} ?,Quantos sachês de ibuprofeno {{name}} tomou?,Скільки пакетиків ібупрофену Ви дали {{name}}?,იბუპროფენის რამდენი პაკეტი მიიღო {{name}}?
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DOSE-SAC.DISPLAY,,Dosis: {{value}} Beutel,Dose: {{value}} Bags,Доза: {{value}} пакетиков,Doz: {{value}} şase poşet,الجرعة: {{value}} حقيبة,Dose: {{value}}sachets,دوز: {{value}} کیسه,Dosis: {{value}} zakje,Dawka: {{value}} saszetek,dose: {{value}}bustine,Dosis: {{value}} bolsitas,Dosis: {{value}} bolsitas,Dose: {{value}} sachês,Доза: {{value}} пакетиків,დოზა: {{value}} პაკეტი
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DOSE-SAC.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DOSE-OTHER.QUESTION,,"Welche Dosis Ibuprofen in der <i>anderen</i> Verabreichungsform hat {{name}} bekommen? Bitte geben Sie ggf. auch die Einheit (Milligramm, Milliliter, Stück, etc.) an!","What dose of Ibuprofen in the ""other"" dosage form was given to {{name}}? If necessary, please also indicate the unit (milligram, milliliter, piece, etc.)!","Какую дозу ибупрофена в ""другой"" форме Вы дали {{name}}? Пожалуйста, укажите при необходимости также единицу измерения (миллиграмм, миллилитр, штука и т.д.)!","{{name}} „diğer“ uygulama biçimindeki İbuprofeni hangi dozda aldı? Gerekirse lütfen birimi de belirtin (miligram, mililitre, adet vb.)!",ما جرعة إيبوبروفين في الشكل <i> آخر </ i> التي تلقاها طفلك؟ إذا لزم الأمر ، يرجى أيضًا تحديد الوحدة (مليغرام ، مليلتر ، قطعة ، إلخ)!,"Quelle dose d'ibuprofène sous <i> une autre</i> forme pharmaceutique {{name}} a-t-il/elle reçu ?  Veuillez également indiquer l'unité (milligramme, millilitre, pièce, etc.)!","چه دوزی از ایبوپروفن با چه فرمی ""دیگر"" به {{name}} تجویز شده است؟ در صورت لزوم، واحد آن را نیز مشخص کنید (میلی گرم ، میلی لیتر ، قطعه و غیره)!","Welke dosis ibuprofen in de <i> andere </i> toedieningsvorm heeft {{name}} gekregen? Vermeld indien nodig ook de eenheid (milligram, milliliter, stuk, etc.)!","Jaką dawkę ibuprofenu w <i>innej</i>postaci otrzymał(a) {{name}}? Proszę również podać jednostkę (miligram, mililitr, sztuka itp.), jeśli dotyczy!","Quale dose di ibuprofene in <i> altre </i> forme di somministrazione è stata somministrata a {{name}} ? Per favore anche scrivere l’unità (milligrammi, millilitri, pezzi ecc.).","¿Qué dosis de ibuprofeno en la ""otra"" forma de dosificación se le administró a {{name}}? Si es necesario, ¡indique también la unidad (miligramo, mililitro, pieza, etc.)!","¿Qué dosis de ibuprofeno en la ""otra"" forma de dosificación se le administró a {{name}}? Si es necesario, ¡indique también la unidad (miligramo, mililitro, pieza, etc.)!","Que dose de ibuprofeno em ""outra"" forma farmacêutica foi dada a {{name}}? Se necessário, indique também a unidade (miligrama, mililitro, peça, etc.)!","Яку дозу ібупрофену в ""іншій"" формі Ви дали {{name}}? Будь ласка, вкажіть за потреби також одиницю виміру (міліграм, мілілітр, одиниця тощо)!","იბუპროფენის რა დოზა მიიღო ""სხვა ფორმით"" {{name}}მ? გთხოვთ, საჭიროებისამებრ მიუთითოთ ერთეულები ( მილიგრამი, მილილიტრი, ცალი და ა.შ.)"
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DOSE-OTHER.DISPLAY,,Dosis: {{value}},Dose: {{value}},Доза: {{value}},Doz: {{value}},الجرعة: {{value}},Dose: {{value}},دوز: {{value}},Dosis: {{value}},Dawka: {{value}},dose: {{value}},Dosis: {{value}},Dosis: {{value}},Dose: {{value}},Доза: {{value}},დოზა: {{value}}
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DOSE-OTHER.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-REASON.QUESTION,,Aus welchem Grund hat {{name}} Ibuprofen bekommen?,Why was {{name}} given Ibuprofen?,По какой причине Вы дали ибупрофен {{name}}?,{{name}} neden İbuprofeni aldı?,لسبب ما لديها {{name}} الحصول على الإيبوبروفين؟,Pour quelle raison {{name}} a-t-il/elle reçu de l'ibuprofène ?,چرا به {{name}} ایبوپروفن داده شده است؟,Waarom kreeg {{name}} ibuprofen?,Z jakiego powodu {{name}}  dostał(a) ibuprofen?,Per quale motivo è stato somministrato ibuprofene a {{name}}  ?,¿Por qué {{name}} recibió ibuprofeno?,¿Por qué {{name}} recibió ibuprofeno?,Por que {{name}} recebeu ibuprofeno?,З якої причини Ви дали {{name}} ібупрофен?,რა მიზეზით მიეცით {{name}} იბუპროფენი?
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-REASON.DISPLAY,,Grund: {{value}},Reason: {{value}},Причина: {{value}},Sebep: {{value}},السبب: {{value}},Raison: {{value}},دلیل: {{value}},Reden: {{value}},Powód: {{value}},ragione: {{value}},Motivo: {{value}},Motivo: {{value}},Motivo: {{value}},Причина: {{value}},მიზეზი: {{value}}
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-REASON.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DATE.QUESTION,,Wann haben Sie Ibuprofen gegeben?,When did you give Ibuprofen?,Когда Вы дали ибупрофен?,Ne zaman İbuprofen verdiniz?,عندما كنت قد أعطيت ايبوبروفين؟,Quand lui avez-vous donné de l'ibuprofène ? ,چه زمانی ایبوپروفن دریافت کرده است؟,Wanneer heeft u ibuprofen gegeven?,Kiedy został podany ibuprofen?,Quando ha somministrato l'ibuprofene?,¿Cuándo le diste ibuprofeno?,¿Cuándo le diste ibuprofeno?,Quando você deu o ibuprofeno?,Коли Ви дали ібупрофен?,როდის მიეცით იბუპროფნი?
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DATE.DISPLAY,,Zeitpunkt: {{value}},Time: {{value}},Время: {{value}},Zaman: {{value}},الوقت ثمين: {{value}},Heure: {{value}},زمان: {{value}},Tijd: {{value}},Czas: {{value}},data: {{value}} ,Horario: {{value}},Horario: {{value}},Horário: {{value}} ,Час: {{value}},დრო: {{value}}
DIARY.MEDICATION.MEDICATION_2-IBUPROFEN-DATE.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.QUESTION,,In welcher Form hat {{name}} Paracetamol bekommen?,In what form did {{name}} get paracetamol?,В какой форме Вы дали {{name}} парацетамол?,{{name}} hangi formda Parasetamol aldı?,في ما شكل يفعل {{name}} الباراسيتامول الحصول على؟, Sous quelle forme {{name}} a-t-il/elle reçu du paracétamol?,در چه حالتی {{name}} پاراستامول دریافت کرد؟,In welke vorm kreeg {{name}} paracetamol toegediend?,W jakiej formie {{name}} dostał(a) paracetamol?,In che forma è stato somministrato paracetamolo a {{name}}  ?,¿En qué forma {{name}} tomó paracetamol?,¿En qué forma {{name}} tomó paracetamol?,Em que forma {{name}} tomou paracetamol?,В якій формі Ви дали {{name}} парацетамол?,რა ფორმით მიიღო {{name}}მ პარაცეტამოლი?
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.DISPLAY,,Verabreichung: {{value}},Dosage: {{value}},Форма: {{value}},Dozaj: {{value}},الإدارة: {{value}},Dose: {{value}},فرم: {{value}},Administratie: {{value}},Forma: {{value}},somministrazione: {{value}},Dosis: {{value}},Dosis: {{value}},Dose: {{value}},Форма: {{value}},ფორმა : {{value}}
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.1.LABEL,,Tablette,Pills,Таблетки,Tabletler,لوح,Comprimés,قرص,Tabletten,Tabletka,compressa,Pastillas,Pastillas,Comprimidos,Таблетки,ტაბლეტი
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.2.LABEL,,Saft,Liquid,Сок,Şurup,عصير,Sirop,شربت,Vloeibaar,Syrop,sciroppo,Jarabe,Líquido,Líquido ,Суспензія,სუსპენზია
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.3.LABEL,,Zäpfchen,Suppositories,Свечи,Fitil,تحميلة,Suppositoires ,شیاف,Zetpillen,Czopek,supposta,Supositorios,Supositorios,Supositórios,Свічки,რექტალური სანთელი
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.4.LABEL,,Kügelchen,Globules,Шарики,Kürecikler / Globuli,كرية دم,Granules,گویچه,Korreltjes,Granulki,globuli,Glóbulos/ Chochos,glóbulos,células sanguíneas,Гранули,აბი
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.5.LABEL,,Tropfen,Drops,Капли,Damla,قطرات,Gouttes ,قطره,Druppels,Krople,gocce,Gotas,Gotas,Gotas,Краплі,წვეთები
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.6.LABEL,,Beutel,Bags,Пакетики,Şase poşet,كيس,Sachets ,کیسه,Sachets,Saszetka,bustine,Bolsas,Bolsitas,Sachês,Пакетики,პაკეტები
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.OPTION.7.LABEL,,Andere,Other,Другая,Diğer,آخر,Autre ,دیگر,Andere,Inne,altro,Otros,Otro,Outro,Інша,სხვა
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-KIND.ANALYSIS.TEXT.0.TEXT,,{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}},{{value}}
DIARY.MEDICATION.MEDICATION_2-PARACETAMOL-DOSE-PILL.QUESTION,,Wie viel Milligramm (mg) Tabletten Paracetamol hat {{name}} bekommen?,How many milligrams (mg) of Paracetamol in pill form did {{name}} get?,Сколько миллиграмм (мг) таблеток парацетамола Вы дали {{name}}?,{{name}} kaç miligram (mg) Parasetamol tableti aldı?,كم مليغرام (ملغم) أقراص الباراسيتامول لديها {{name}} عليه؟,Combien de milligrammes (mg) de comprimé de paracétamol {{name}} a-t-il/elle reçu ?,چند میلی گرم (mg) قرص پاراستامول {{name}} دریافت کرده است؟,Hoeveel milligram (mg) tabletten paracetamol heeft {{name}} gekregen?,Ile miligramów (mg) paracetamolu w tabletce otrzymał(a) {{name}}?,"Quale compressa (quanti milligrammi, mg) di paracetamolo è stata data a {{name}}  ?",¿Cuántos miligramos (mg) de paracetamol en pastillas tomó {{name}}?,¿Cuántos miligramos (mg) de paracetamol en pastillas tomó {{name}}?,Quantos miligramas (mg) de paracetamol em comprimidos {{name}} tomou?,Скільки міліграм (мг) парацетамолу в таблетках Ви дали {{name}}?,რამდენი მილიგრამი (მგ) პარაცეტამოლი მიიღო ტაბლეტის ფორმით {{name}}?
